"age","gender","marital_status","over18","attrition","business_travel","distance_from_home","department","job_role","job_level","employee_number","employee_count","monthly_income","monthly_rate","daily_rate","hourly_rate","percent_salary_hike","stock_option_level","education","education_field","training_times_last_year","environment_satisfaction","job_involvement","job_satisfaction","performance_rating","relationship_satisfaction","work_life_balance","num_companies_worked","total_working_years","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager","over_time","standard_hours"
40,Male,Married,Y,No,Travel_Rarely,9,Sales,Sales Executive,2,1548,1,5473,19345,1342,47,12,0,2,Medical,5,1,3,1,3,4,4,0,9,8,4,7,1,No,80
33,Male,Married,Y,No,Travel_Rarely,28,Research & Development,Laboratory Technician,2,1549,1,5207,22949,589,79,12,1,4,Life Sciences,3,2,3,3,3,2,3,1,15,15,14,5,7,Yes,80
40,Male,Single,Y,No,Travel_Rarely,6,Human Resources,Manager,4,1550,1,16437,17381,898,38,21,0,2,Medical,2,3,3,4,4,4,3,1,21,21,7,7,7,Yes,80
24,Male,Divorced,Y,No,Travel_Rarely,21,Research & Development,Laboratory Technician,1,1551,1,2296,10036,350,57,14,3,2,Technical Degree,3,3,2,1,3,2,3,0,2,1,1,0,0,No,80
40,Male,Divorced,Y,No,Non-Travel,8,Research & Development,Healthcare Representative,2,1552,1,4069,8841,1142,72,18,0,2,Life Sciences,2,4,3,4,3,3,3,3,8,2,2,2,2,Yes,80
45,Male,Divorced,Y,No,Travel_Rarely,1,Research & Development,Healthcare Representative,3,1553,1,7441,20933,538,66,12,3,4,Technical Degree,4,1,3,2,3,1,3,1,10,10,8,7,7,No,80
35,Female,Married,Y,No,Travel_Rarely,28,Sales,Sales Representative,1,1554,1,2430,26204,1402,98,23,2,4,Life Sciences,5,2,2,3,4,1,3,0,6,5,3,4,2,No,80
32,Female,Married,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,2,1555,1,5878,15624,824,67,12,1,2,Life Sciences,2,4,2,2,3,1,3,3,12,7,1,2,5,No,80
36,Male,Single,Y,No,Travel_Rarely,2,Sales,Sales Representative,1,1556,1,2644,17001,1157,70,21,0,4,Life Sciences,3,3,3,4,4,4,2,3,7,3,2,1,2,Yes,80
48,Female,Divorced,Y,No,Travel_Rarely,16,Sales,Sales Executive,2,1557,1,6439,13693,492,96,14,1,4,Life Sciences,2,3,3,3,3,3,3,8,18,8,7,7,7,No,80
29,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,1558,1,2451,22376,598,91,18,2,3,Life Sciences,2,3,4,3,3,1,2,6,5,1,0,0,0,No,80
33,Male,Married,Y,No,Travel_Rarely,8,Sales,Sales Executive,2,1560,1,6392,10589,1242,46,13,1,4,Life Sciences,6,1,3,1,3,4,1,2,8,2,2,2,2,No,80
30,Male,Married,Y,Yes,Travel_Rarely,1,Sales,Sales Executive,2,1562,1,9714,5323,740,64,11,1,3,Life Sciences,4,2,2,1,3,4,3,1,10,10,8,6,7,No,80
38,Male,Married,Y,No,Travel_Frequently,10,Human Resources,Human Resources,2,1563,1,6077,14814,888,71,11,0,4,Human Resources,2,3,3,3,3,3,3,3,10,6,3,1,2,No,80
35,Male,Single,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,1564,1,2450,21731,992,68,19,0,3,Medical,3,4,2,1,3,2,3,1,3,3,0,1,2,No,80
30,Male,Married,Y,No,Travel_Rarely,29,Sales,Sales Executive,3,1568,1,9250,17799,1288,33,12,1,4,Technical Degree,3,3,3,2,3,2,3,3,9,4,2,1,3,No,80
35,Female,Divorced,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,1569,1,2074,26619,104,69,12,1,3,Life Sciences,2,1,3,1,3,4,3,1,1,1,0,0,0,Yes,80
53,Female,Married,Y,Yes,Travel_Rarely,2,Research & Development,Manufacturing Director,3,1572,1,10169,14618,607,78,16,1,5,Technical Degree,4,3,2,4,3,2,3,0,34,33,7,1,9,No,80
38,Male,Married,Y,Yes,Travel_Rarely,2,Research & Development,Manufacturing Director,2,1573,1,4855,7653,903,81,11,2,3,Medical,2,3,3,2,3,1,3,4,7,5,2,1,4,No,80
32,Male,Married,Y,No,Non-Travel,1,Research & Development,Research Scientist,2,1574,1,4087,25174,1200,62,14,1,4,Technical Degree,3,4,3,1,3,2,2,4,9,6,5,1,2,No,80
48,Female,Married,Y,No,Travel_Rarely,15,Research & Development,Research Scientist,1,1576,1,2367,16530,1108,65,12,1,4,Other,3,3,3,1,3,4,2,8,10,8,2,7,6,No,80
34,Male,Single,Y,No,Travel_Rarely,7,Research & Development,Research Scientist,1,1577,1,2972,22061,479,35,13,0,4,Medical,4,1,3,4,3,3,1,1,1,1,0,0,0,No,80
55,Male,Married,Y,No,Travel_Rarely,26,Sales,Manager,5,1578,1,19586,23037,685,60,21,1,5,Marketing,3,3,2,4,4,3,3,1,36,36,6,2,13,No,80
34,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,2,1580,1,5484,13008,1351,45,17,1,4,Life Sciences,3,2,3,4,3,2,2,9,9,2,2,2,1,No,80
26,Female,Married,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,1,1581,1,2061,11133,474,89,21,0,3,Life Sciences,5,1,3,4,4,1,3,1,1,1,0,0,0,No,80
38,Male,Married,Y,No,Travel_Rarely,14,Sales,Sales Executive,2,1582,1,9924,12355,1245,80,11,1,3,Life Sciences,3,3,3,2,3,4,3,0,10,9,8,7,7,No,80
38,Female,Single,Y,No,Travel_Rarely,16,Sales,Sales Executive,2,1583,1,4198,16379,437,90,12,0,3,Life Sciences,5,2,3,2,3,2,4,2,8,3,2,1,2,No,80
36,Female,Single,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,1585,1,6815,21447,884,73,13,0,4,Life Sciences,5,2,3,3,3,1,3,6,15,1,0,0,0,No,80
29,Male,Single,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,1,1586,1,4723,16213,1370,87,18,0,1,Medical,3,2,3,1,3,4,3,1,10,10,9,1,5,Yes,80
35,Female,Single,Y,No,Travel_Rarely,10,Research & Development,Healthcare Representative,2,1587,1,6142,4223,670,51,16,0,4,Medical,4,1,3,3,3,3,3,3,10,5,2,0,4,Yes,80
39,Male,Married,Y,No,Travel_Rarely,6,Sales,Sales Executive,3,1588,1,8237,4658,1462,38,11,1,3,Medical,3,4,4,3,3,1,3,2,11,7,6,7,6,No,80
29,Male,Divorced,Y,No,Travel_Frequently,2,Research & Development,Healthcare Representative,2,1590,1,8853,24483,995,87,19,1,1,Life Sciences,0,1,3,4,3,4,4,1,6,6,4,1,3,No,80
50,Male,Married,Y,No,Travel_Rarely,9,Sales,Manager,5,1591,1,19331,19519,264,59,16,1,3,Marketing,2,3,3,3,3,3,3,4,27,1,0,0,0,Yes,80
23,Male,Married,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,1592,1,2073,12826,977,45,16,1,3,Technical Degree,2,4,4,3,3,4,3,2,4,2,2,2,2,No,80
36,Male,Married,Y,No,Travel_Frequently,6,Research & Development,Laboratory Technician,2,1594,1,5562,19711,1302,80,13,1,4,Life Sciences,3,1,4,1,3,4,3,3,9,3,2,0,2,Yes,80
42,Male,Single,Y,No,Travel_Rarely,9,Research & Development,Manager,5,1595,1,19613,26362,1059,93,22,0,2,Other,2,4,2,4,4,4,3,8,24,1,0,0,1,No,80
35,Male,Married,Y,No,Travel_Rarely,28,Research & Development,Laboratory Technician,2,1596,1,3407,25348,750,46,17,2,3,Life Sciences,3,2,4,3,3,4,2,1,10,10,9,6,8,No,80
34,Male,Married,Y,No,Travel_Frequently,10,Research & Development,Healthcare Representative,2,1597,1,5063,15332,653,92,14,1,4,Technical Degree,3,4,2,3,3,2,2,1,8,8,2,7,7,No,80
40,Female,Married,Y,No,Travel_Rarely,14,Sales,Sales Executive,2,1598,1,4639,11262,118,84,15,1,2,Life Sciences,2,4,3,1,3,3,3,1,5,5,4,1,2,No,80
43,Male,Divorced,Y,No,Travel_Rarely,27,Research & Development,Laboratory Technician,1,1599,1,4876,5855,990,87,12,1,3,Technical Degree,0,4,4,2,3,3,3,5,8,6,4,0,2,No,80
35,Male,Married,Y,No,Travel_Rarely,7,Research & Development,Laboratory Technician,1,1601,1,2690,7713,1349,63,18,1,2,Life Sciences,5,3,2,4,3,4,2,1,1,1,0,0,1,No,80
46,Male,Single,Y,No,Travel_Rarely,1,Sales,Manager,4,1602,1,17567,3156,563,56,15,0,4,Life Sciences,5,4,4,1,3,2,1,1,27,26,0,0,12,No,80
28,Male,Married,Y,Yes,Travel_Rarely,24,Research & Development,Laboratory Technician,1,1604,1,2408,7324,329,51,17,3,3,Medical,3,3,3,2,3,3,3,1,1,1,1,0,0,Yes,80
22,Female,Married,Y,No,Non-Travel,26,Research & Development,Research Scientist,1,1605,1,2814,10293,457,85,14,0,2,Other,2,2,2,3,3,2,2,1,4,4,2,1,3,Yes,80
50,Male,Married,Y,No,Travel_Frequently,20,Research & Development,Healthcare Representative,4,1606,1,11245,20689,1234,41,15,1,5,Medical,3,2,3,3,3,3,3,2,32,30,8,12,13,Yes,80
32,Female,Married,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,1,1607,1,3312,18783,634,35,17,2,4,Other,3,2,4,4,3,4,3,3,6,3,2,0,2,No,80
44,Female,Divorced,Y,No,Travel_Rarely,7,Research & Development,Research Director,5,1608,1,19049,3549,1313,31,14,1,3,Medical,4,2,3,4,3,4,2,0,23,22,7,1,10,Yes,80
30,Male,Married,Y,No,Travel_Rarely,7,Research & Development,Research Scientist,1,1609,1,2141,5348,241,48,12,1,3,Medical,3,2,2,2,3,2,2,1,6,6,4,1,1,No,80
45,Female,Single,Y,No,Travel_Rarely,5,Research & Development,Laboratory Technician,2,1611,1,5769,23447,1015,50,14,0,5,Medical,3,3,1,1,3,1,3,1,10,10,7,1,4,Yes,80
45,Male,Married,Y,No,Non-Travel,26,Sales,Sales Executive,2,1612,1,4385,24162,336,52,15,1,3,Marketing,2,1,2,1,3,1,3,1,10,10,7,4,5,No,80
31,Male,Single,Y,No,Travel_Frequently,2,Sales,Sales Executive,2,1613,1,5332,21602,715,54,13,0,4,Other,3,4,3,1,3,4,3,7,10,5,2,0,3,No,80
36,Female,Married,Y,No,Travel_Rarely,12,Research & Development,Manufacturing Director,2,1614,1,4663,12421,559,76,12,2,4,Life Sciences,2,3,3,3,3,2,3,9,7,3,2,1,1,Yes,80
34,Male,Divorced,Y,No,Travel_Frequently,10,Research & Development,Manufacturing Director,2,1615,1,4724,17000,426,42,13,1,4,Life Sciences,3,3,4,4,3,1,3,1,9,9,7,7,2,No,80
49,Female,Married,Y,No,Travel_Rarely,25,Research & Development,Laboratory Technician,1,1617,1,3211,22102,722,84,14,1,4,Life Sciences,3,3,3,1,3,4,2,1,10,9,6,1,4,No,80
39,Male,Married,Y,No,Travel_Rarely,10,Research & Development,Manufacturing Director,2,1618,1,5377,3835,1387,76,13,3,5,Medical,3,2,3,1,3,4,3,2,10,7,7,7,7,No,80
27,Male,Divorced,Y,No,Travel_Rarely,19,Research & Development,Laboratory Technician,1,1619,1,4066,16290,1302,67,11,2,3,Other,3,4,2,1,3,1,3,1,7,7,7,0,7,No,80
35,Male,Married,Y,No,Travel_Rarely,18,Research & Development,Research Scientist,2,1621,1,5208,26312,819,48,11,0,5,Life Sciences,2,2,4,1,3,4,3,1,16,16,15,1,10,No,80
28,Female,Divorced,Y,No,Travel_Rarely,27,Research & Development,Manufacturing Director,2,1622,1,4877,20460,580,39,21,1,3,Medical,5,2,1,1,4,2,2,0,6,5,3,0,0,No,80
21,Male,Single,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,1,1623,1,3117,26009,546,97,18,0,1,Medical,2,3,3,4,3,3,3,1,3,2,2,2,2,No,80
18,Female,Single,Y,Yes,Travel_Frequently,3,Sales,Sales Representative,1,1624,1,1569,18420,544,70,12,0,2,Medical,2,2,3,4,3,3,4,1,0,0,0,0,0,Yes,80
47,Female,Married,Y,No,Travel_Rarely,26,Human Resources,Manager,5,1625,1,19658,5220,1176,98,11,1,4,Life Sciences,2,4,3,3,3,3,3,3,27,5,2,1,0,No,80
39,Male,Divorced,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,2,1627,1,3069,10302,170,76,15,1,2,Medical,3,3,2,3,3,4,3,0,11,10,8,0,7,No,80
40,Female,Married,Y,No,Travel_Rarely,15,Research & Development,Manufacturing Director,3,1628,1,10435,25800,884,80,13,2,3,Life Sciences,2,1,2,3,3,4,3,1,18,18,15,14,12,No,80
35,Female,Married,Y,No,Non-Travel,8,Research & Development,Healthcare Representative,2,1630,1,4148,12250,208,52,12,1,4,Life Sciences,5,3,3,3,3,4,3,1,15,14,11,2,9,No,80
37,Male,Married,Y,No,Travel_Rarely,19,Research & Development,Manufacturing Director,2,1631,1,5768,26493,671,85,17,3,3,Life Sciences,2,3,3,3,3,1,2,3,9,4,3,0,2,No,80
39,Female,Single,Y,No,Travel_Frequently,4,Research & Development,Manufacturing Director,2,1633,1,5042,3140,711,81,13,0,3,Medical,2,1,3,3,3,4,1,0,10,9,2,3,8,No,80
45,Female,Divorced,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,1635,1,5770,5388,1329,59,19,2,2,Other,3,4,2,4,3,1,3,1,10,10,7,3,9,No,80
38,Female,Married,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,3,1638,1,7756,14199,397,54,19,1,2,Medical,6,4,2,3,3,4,4,3,10,5,4,0,2,Yes,80
35,Male,Married,Y,Yes,Travel_Rarely,10,Sales,Sales Executive,3,1639,1,10306,21530,737,55,17,0,3,Medical,3,4,2,1,3,3,3,9,15,13,12,6,0,No,80
37,Female,Married,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,1640,1,3936,9953,1470,71,11,1,3,Medical,2,2,3,2,3,1,1,1,8,8,4,7,7,No,80
40,Female,Single,Y,No,Travel_Rarely,16,Research & Development,Manufacturing Director,3,1641,1,7945,19948,448,84,15,0,3,Life Sciences,2,3,3,4,3,4,2,6,18,4,2,3,3,Yes,80
44,Male,Married,Y,No,Travel_Frequently,1,Human Resources,Human Resources,2,1642,1,5743,10503,602,37,11,0,5,Human Resources,3,1,3,4,3,3,3,4,14,10,7,0,2,Yes,80
48,Male,Married,Y,No,Travel_Frequently,4,Research & Development,Manager,4,1644,1,15202,5602,365,89,25,1,5,Medical,3,3,2,4,4,2,3,2,23,2,2,2,2,No,80
35,Male,Divorced,Y,Yes,Travel_Rarely,15,Sales,Sales Executive,2,1645,1,5440,22098,763,59,14,2,2,Medical,2,1,1,4,3,4,2,6,7,2,2,2,2,Yes,80
24,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Research Scientist,1,1646,1,3760,17218,567,32,13,0,1,Technical Degree,2,1,3,4,3,3,3,1,6,6,3,1,3,Yes,80
27,Female,Married,Y,No,Travel_Rarely,8,Research & Development,Research Scientist,1,1647,1,3517,22490,486,86,17,0,3,Medical,0,2,4,3,3,1,3,7,5,3,2,0,2,No,80
27,Male,Single,Y,No,Travel_Frequently,2,Research & Development,Research Scientist,1,1648,1,2580,6297,591,87,13,0,3,Medical,0,4,3,4,3,3,2,2,6,4,2,1,2,No,80
40,Male,Single,Y,Yes,Travel_Rarely,7,Research & Development,Laboratory Technician,1,1649,1,2166,3339,1329,73,14,0,3,Life Sciences,3,1,3,1,3,2,1,3,10,4,2,0,3,Yes,80
29,Male,Single,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,1650,1,5869,23413,469,42,11,0,3,Medical,2,3,2,3,3,3,3,9,8,5,2,1,4,No,80
36,Female,Married,Y,No,Travel_Rarely,5,Research & Development,Healthcare Representative,3,1651,1,8008,22792,711,42,12,2,4,Life Sciences,6,2,3,1,3,3,3,4,9,3,2,0,2,No,80
25,Male,Divorced,Y,No,Travel_Frequently,2,Research & Development,Manufacturing Director,2,1653,1,5206,4973,772,77,17,2,1,Life Sciences,6,4,4,3,3,3,3,1,7,7,7,0,7,No,80
39,Male,Married,Y,No,Travel_Rarely,12,Research & Development,Manufacturing Director,2,1654,1,5295,7693,492,66,21,0,3,Medical,3,4,3,2,4,3,3,4,7,5,4,1,0,No,80
49,Female,Married,Y,No,Travel_Rarely,22,Research & Development,Research Director,4,1655,1,16413,3498,301,72,16,2,4,Other,2,1,3,2,3,2,3,3,27,4,2,1,2,No,80
50,Female,Divorced,Y,No,Travel_Rarely,17,Research & Development,Research Director,3,1656,1,13269,21981,813,50,15,3,5,Life Sciences,3,4,2,1,3,3,3,5,19,14,11,1,11,No,80
20,Female,Single,Y,No,Travel_Rarely,2,Sales,Sales Representative,1,1657,1,2783,13251,1141,31,19,0,3,Medical,3,3,3,3,3,1,3,1,2,2,2,2,2,No,80
34,Female,Divorced,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,2,1658,1,5433,19332,1130,66,12,1,3,Life Sciences,2,4,3,2,3,3,3,1,11,11,8,7,9,No,80
36,Male,Single,Y,No,Travel_Rarely,7,Research & Development,Laboratory Technician,1,1659,1,2013,10950,311,77,11,0,3,Life Sciences,4,1,3,2,3,3,3,2,15,4,3,1,3,No,80
49,Female,Married,Y,No,Travel_Rarely,6,Research & Development,Healthcare Representative,4,1661,1,13966,11652,465,41,19,1,1,Life Sciences,3,3,2,3,3,2,3,2,30,15,11,2,12,Yes,80
36,Female,Married,Y,No,Non-Travel,1,Research & Development,Manufacturing Director,2,1662,1,4374,15411,894,33,15,0,4,Medical,6,4,2,3,3,3,3,0,4,3,2,1,2,No,80
36,Male,Divorced,Y,No,Travel_Rarely,3,Research & Development,Healthcare Representative,2,1664,1,6842,26308,1040,79,20,1,2,Life Sciences,3,4,4,1,4,1,3,6,13,5,4,0,4,No,80
54,Female,Married,Y,No,Travel_Rarely,22,Research & Development,Manager,4,1665,1,17426,18685,584,91,25,1,5,Medical,6,2,3,3,4,3,3,3,36,10,8,4,7,No,80
43,Male,Married,Y,No,Travel_Rarely,15,Research & Development,Research Director,4,1666,1,17603,3525,1291,65,24,1,2,Life Sciences,3,3,2,3,4,1,3,1,14,14,10,6,11,No,80
35,Male,Single,Y,Yes,Travel_Frequently,12,Sales,Sales Executive,2,1667,1,4581,10414,880,36,24,0,4,Other,2,4,3,4,4,1,4,3,13,11,9,6,7,Yes,80
38,Male,Married,Y,No,Travel_Frequently,1,Research & Development,Research Scientist,2,1668,1,4735,9867,1189,90,15,2,3,Life Sciences,4,4,3,4,3,4,4,7,19,13,11,2,9,No,80
29,Male,Divorced,Y,No,Travel_Rarely,5,Sales,Sales Executive,2,1669,1,4187,3356,991,43,13,1,3,Medical,3,1,2,2,3,2,2,1,10,10,0,0,9,Yes,80
33,Male,Divorced,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,1670,1,5505,3921,392,93,14,2,4,Medical,5,4,3,4,3,3,3,1,6,6,2,0,4,No,80
32,Male,Divorced,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,2,1671,1,5470,25518,977,45,13,2,3,Medical,4,4,3,2,3,3,2,0,10,9,5,1,6,No,80
31,Female,Married,Y,No,Travel_Rarely,5,Sales,Sales Executive,2,1673,1,5476,22589,1112,67,11,2,4,Life Sciences,2,1,3,4,3,1,3,1,10,10,0,0,2,No,80
49,Female,Divorced,Y,No,Travel_Rarely,16,Research & Development,Laboratory Technician,1,1674,1,2587,24941,464,74,16,1,3,Medical,2,4,3,1,3,2,2,4,17,2,2,2,2,Yes,80
38,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Laboratory Technician,1,1675,1,2440,23826,148,42,22,0,3,Medical,3,4,2,2,4,2,3,1,4,4,3,3,3,No,80
47,Female,Divorced,Y,No,Travel_Rarely,2,Sales,Manager,4,1676,1,15972,21086,1225,47,14,3,4,Life Sciences,2,2,4,2,3,3,3,6,29,3,2,1,2,No,80
49,Male,Single,Y,No,Travel_Rarely,1,Research & Development,Manager,4,1677,1,15379,22384,809,36,14,0,3,Life Sciences,2,3,3,3,3,1,3,4,23,8,7,0,0,No,80
41,Male,Single,Y,No,Travel_Rarely,23,Sales,Sales Executive,3,1678,1,7082,11591,1206,80,16,0,2,Life Sciences,2,4,3,3,3,4,3,3,21,2,0,0,2,Yes,80
20,Male,Single,Y,No,Travel_Rarely,9,Sales,Sales Representative,1,1680,1,2728,21082,727,54,11,0,1,Life Sciences,3,4,3,1,3,1,3,1,2,2,2,0,2,No,80
33,Female,Divorced,Y,No,Non-Travel,16,Sales,Sales Executive,2,1681,1,5368,16130,530,36,25,1,3,Life Sciences,2,3,3,4,4,3,3,1,7,6,5,1,2,Yes,80
36,Male,Married,Y,No,Travel_Rarely,26,Research & Development,Healthcare Representative,2,1682,1,5347,7419,1351,80,14,2,4,Life Sciences,2,1,3,3,3,2,2,6,10,3,2,0,2,No,80
44,Female,Divorced,Y,No,Travel_Rarely,1,Human Resources,Human Resources,1,1683,1,3195,4167,528,44,18,3,3,Life Sciences,2,3,3,4,3,1,3,4,8,2,2,2,2,Yes,80
23,Male,Single,Y,Yes,Travel_Rarely,8,Research & Development,Laboratory Technician,1,1684,1,3989,20586,1320,93,11,0,1,Medical,2,4,2,3,3,1,3,1,5,5,4,1,2,Yes,80
38,Female,Married,Y,No,Travel_Rarely,4,Research & Development,Laboratory Technician,1,1687,1,3306,26176,1495,87,19,1,2,Medical,5,4,3,3,3,4,2,7,7,0,0,0,0,No,80
53,Male,Married,Y,No,Travel_Rarely,24,Research & Development,Healthcare Representative,3,1689,1,7005,3458,1395,48,15,0,4,Medical,2,2,4,4,3,3,3,3,11,4,3,1,2,No,80
48,Female,Married,Y,Yes,Travel_Frequently,7,Sales,Sales Representative,1,1691,1,2655,11740,708,95,11,2,2,Medical,3,4,3,3,3,3,3,2,19,9,7,7,7,Yes,80
32,Male,Single,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,1692,1,1393,24852,1259,95,12,0,4,Life Sciences,2,4,3,2,3,1,3,1,1,1,0,0,0,No,80
26,Male,Single,Y,No,Non-Travel,7,Research & Development,Laboratory Technician,1,1693,1,2570,11925,786,76,20,0,3,Medical,5,4,3,4,4,3,3,1,7,7,7,5,7,No,80
55,Male,Divorced,Y,No,Travel_Rarely,22,Research & Development,Research Scientist,1,1694,1,3537,23737,1441,94,12,1,3,Technical Degree,1,1,2,2,3,4,3,5,8,4,2,1,2,No,80
34,Male,Married,Y,No,Travel_Rarely,5,Research & Development,Laboratory Technician,2,1696,1,3986,11912,1157,57,14,1,2,Medical,3,2,2,4,3,3,4,1,15,15,10,4,13,No,80
60,Male,Divorced,Y,No,Travel_Rarely,1,Research & Development,Healthcare Representative,3,1697,1,10883,20467,370,92,20,1,4,Medical,2,3,1,4,4,3,4,3,19,1,0,0,0,No,80
33,Male,Married,Y,No,Travel_Rarely,21,Research & Development,Laboratory Technician,1,1698,1,2028,13637,267,79,18,3,3,Medical,6,2,4,2,3,4,3,1,14,14,11,2,13,No,80
37,Male,Divorced,Y,No,Travel_Frequently,1,Sales,Sales Executive,2,1700,1,9525,7677,1278,31,14,2,4,Medical,2,3,1,4,3,3,2,1,6,6,3,1,3,No,80
34,Female,Married,Y,No,Travel_Rarely,19,Research & Development,Research Scientist,1,1701,1,2929,20338,678,35,12,0,3,Life Sciences,3,2,2,4,3,2,3,1,10,10,9,8,7,No,80
23,Male,Divorced,Y,Yes,Travel_Rarely,7,Sales,Sales Representative,1,1702,1,2275,25103,427,99,21,1,3,Life Sciences,2,3,3,4,4,2,3,1,3,3,2,0,2,Yes,80
44,Female,Married,Y,No,Travel_Rarely,2,Research & Development,Healthcare Representative,3,1703,1,7879,14810,921,96,19,1,3,Life Sciences,2,3,4,4,3,2,3,1,9,8,7,6,7,Yes,80
35,Male,Single,Y,No,Travel_Frequently,2,Research & Development,Research Scientist,1,1704,1,4930,13970,146,79,14,0,4,Medical,2,1,2,4,3,3,4,0,6,5,4,1,4,Yes,80
43,Male,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,1706,1,7847,6069,1179,73,17,1,3,Medical,3,4,3,4,3,1,3,1,10,10,9,8,8,Yes,80
24,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,1707,1,4401,17616,581,62,16,1,3,Medical,1,3,4,3,3,4,3,1,5,5,3,0,4,No,80
41,Male,Single,Y,No,Travel_Rarely,6,Sales,Sales Executive,3,1708,1,9241,15869,918,35,12,0,3,Marketing,3,4,3,3,3,2,3,1,10,10,8,8,7,No,80
29,Female,Married,Y,No,Travel_Rarely,9,Research & Development,Laboratory Technician,1,1709,1,2974,25412,1082,43,17,1,4,Medical,2,4,3,3,3,3,3,9,9,5,3,1,2,No,80
36,Female,Single,Y,No,Travel_Rarely,2,Sales,Sales Representative,2,1710,1,4502,7439,530,51,15,0,4,Life Sciences,2,3,3,4,3,3,2,3,17,13,7,6,7,No,80
45,Male,Married,Y,No,Non-Travel,1,Research & Development,Healthcare Representative,3,1712,1,10748,3395,1238,74,23,1,1,Life Sciences,3,3,2,3,4,4,2,3,25,23,15,14,4,No,80
24,Male,Married,Y,Yes,Travel_Rarely,22,Human Resources,Human Resources,1,1714,1,1555,11585,240,58,11,1,1,Human Resources,2,4,1,3,3,3,3,1,1,1,0,0,0,No,80
47,Male,Married,Y,Yes,Travel_Frequently,9,Sales,Sales Executive,4,1716,1,12936,24164,1093,82,11,0,3,Life Sciences,3,3,1,3,3,3,1,7,25,23,5,14,10,No,80
26,Male,Married,Y,No,Travel_Rarely,17,Research & Development,Laboratory Technician,1,1718,1,2305,6217,390,62,15,3,4,Medical,3,4,1,3,3,3,4,1,3,3,2,0,2,No,80
45,Female,Single,Y,No,Travel_Rarely,28,Research & Development,Research Director,4,1719,1,16704,17119,1005,48,11,0,2,Technical Degree,2,4,2,2,3,3,3,1,21,21,6,8,6,No,80
32,Male,Married,Y,No,Travel_Frequently,10,Research & Development,Research Scientist,1,1720,1,3433,17360,585,56,13,1,3,Life Sciences,3,1,3,3,3,1,2,6,10,5,2,1,3,No,80
31,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,1,1721,1,3477,18103,741,69,14,1,4,Life Sciences,2,2,3,3,3,4,4,1,6,5,2,0,3,No,80
41,Male,Married,Y,No,Non-Travel,4,Human Resources,Human Resources,2,1722,1,6430,20794,552,60,19,1,3,Human Resources,4,3,1,2,3,2,3,6,10,3,2,1,2,No,80
40,Female,Married,Y,No,Travel_Rarely,8,Research & Development,Manufacturing Director,2,1724,1,6516,5041,369,92,16,1,2,Life Sciences,3,2,3,1,3,2,3,2,18,1,0,0,0,Yes,80
24,Male,Divorced,Y,No,Travel_Rarely,29,Research & Development,Laboratory Technician,1,1725,1,3907,3622,506,91,13,3,1,Medical,2,2,3,1,3,2,4,1,6,6,2,1,2,No,80
46,Male,Single,Y,No,Travel_Rarely,13,Research & Development,Healthcare Representative,2,1727,1,5562,9697,717,34,14,0,4,Life Sciences,3,3,3,2,3,4,3,6,19,10,7,0,9,No,80
35,Male,Married,Y,No,Travel_Rarely,27,Research & Development,Manufacturing Director,2,1728,1,6883,5151,1370,49,16,1,4,Life Sciences,3,4,3,3,3,2,3,2,17,7,7,0,7,No,80
30,Male,Married,Y,No,Travel_Rarely,16,Research & Development,Research Scientist,1,1729,1,2862,3811,793,33,12,1,1,Life Sciences,2,2,3,4,3,2,2,1,10,10,0,0,8,No,80
47,Male,Married,Y,No,Non-Travel,2,Sales,Sales Executive,2,1731,1,4978,3536,543,87,11,1,4,Marketing,3,3,3,2,3,4,1,7,4,1,0,0,0,No,80
46,Male,Divorced,Y,No,Travel_Rarely,2,Sales,Sales Executive,3,1732,1,10368,5596,1277,74,12,1,3,Life Sciences,5,3,3,4,3,2,2,4,13,10,6,0,3,Yes,80
